title,description,keywords,cluster,x,y
Financial Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.","offer, goals, manage, advice, portfolios",147,21.257847,12.31348
Customer Success Manager,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.","builds, met, relationships, revenue, maintains",124,7.1117034,15.621737
Procurement Specialist,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","effective, cost, relationships, oversee, procurement",158,-1.1928619,3.560298
Research Scientist,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning.","aid, generate, conduct, recommendations, strategic",65,20.613808,0.02754352
Email Marketing Specialist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","implement, streamline, manage, campaigns, automation",-1,-3.4046967,12.538402
UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","overall, websites, conduct, intuitive, create",82,2.5669155,27.138063
Accountant,"Forensic Accountants investigate financial discrepancies and fraud. They analyze financial documents, track financial transactions, and provide expert testimony in legal proceedings. They play a critical role in detecting and preventing financial fraud.","play, preventing, documents, discrepancies, analyze",6,8.394822,12.609575
Network Technician,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.","respond, measures, specialists, protect, network",69,8.011939,-8.926129
Software Tester,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","meet, ensure, standards, defects, analyst",151,2.6678867,-14.298387
Mechanical Engineer,"HVAC Engineers specialize in heating, ventilation, and air conditioning systems, designing efficient HVAC solutions for buildings and facilities.","solutions, conditioning, specialize, designing, ventilation",3,0.99088997,0.2810758
Architect,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","concept, lead, teams, compliance, architects",-1,6.519558,3.6320882
Network Engineer,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","optimal, monitor, configure, security, organizations",59,-12.489652,-5.5672684
Digital Marketing Specialist,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","analyze, schedule, engagement, awareness, brand",154,6.911839,28.175224
Occupational Therapist,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"works, quality, independence, occupational, elderly",-1,20.039915,7.205051
Administrative Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","various, level, handling, high, schedules",87,12.150622,-9.357498
